path,iamgeName,ImageNorth,ImageEast,ImageLenght,ImageWidth,DateTime,AverageSpeedInteger,AvgEIRI,AvgCIRI,ImageElevation
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30370148_30416838_20180825072528_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37014833,30.41683833,1440,2560,8/25/2018 7:25,107,1.5,1.4,80
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30370592_30416097_20180825072531_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.3705925,30.41609722,1440,2560,8/25/2018 7:25,105,1.5,1.5,77
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30371167_30415044_20180825072535_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37116722,30.41504444,1440,2560,8/25/2018 7:25,106,1.4,1.2,77
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30371597_30414258_20180825072538_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37159722,30.41425889,1440,2560,8/25/2018 7:25,104,1.4,1.2,77
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30372161_30413237_20180825072542_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37216111,30.41323694,1440,2560,8/25/2018 7:25,105,1.3,1.2,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30372584_30412425_20180825072545_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37258389,30.41242556,1440,2560,8/25/2018 7:25,105,1.3,1.3,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30373008_30411635_20180825072548_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37300861,30.41163528,1440,2560,8/25/2018 7:25,105,1.2,1,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30373557_30410612_20180825072552_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37355778,30.41061194,1440,2560,8/25/2018 7:25,105,1.3,1.1,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30373979_30409835_20180825072555_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37397972,30.409835,1440,2560,8/25/2018 7:25,105,1.4,1.1,80
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30374534_30408795_20180825072559_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37453444,30.40879528,1440,2560,8/25/2018 7:25,105,1.3,1,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30374950_30408006_20180825072602_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37495,30.40800611,1440,2560,8/25/2018 7:26,106,1.4,1.1,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30375365_30407217_20180825072605_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37536556,30.40721722,1440,2560,8/25/2018 7:26,106,1.3,1.2,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30376620_30405055_20180825072613_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37662,30.40505528,1440,2560,8/25/2018 7:26,108,1.3,1.2,83
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30376970_30404228_20180825072616_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37697028,30.40422889,1440,2560,8/25/2018 7:26,106,1.2,1.1,97
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30377442_30403354_20180825072619_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37744278,30.40335444,1440,2560,8/25/2018 7:26,106,1.2,1,106
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30377848_30402549_20180825072622_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37784806,30.40254889,1440,2560,8/25/2018 7:26,108,1.4,1.1,106
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30378297_30401645_20180825072626_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37829722,30.401645,1440,2560,8/25/2018 7:26,105,1.4,1.2,112
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30378684_30400889_20180825072629_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37868472,30.40088972,1440,2560,8/25/2018 7:26,104,1.2,1.3,115
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30379236_30399851_20180825072633_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37923667,30.39985139,1440,2560,8/25/2018 7:26,105,1.3,1.1,112
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30379655_30399030_20180825072636_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.37965556,30.39903056,1440,2560,8/25/2018 7:26,105,1.2,1.2,111
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30380076_30398275_20180825072639_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38007667,30.398275,1440,2560,8/25/2018 7:26,104,1.3,1.2,111
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30380605_30397235_20180825072643_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.380605,30.39723556,1440,2560,8/25/2018 7:26,102,1.4,1.5,106
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30381023_30396497_20180825072646_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38102389,30.39649778,1440,2560,8/25/2018 7:26,100,1.4,1.4,106
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30381560_30395511_20180825072650_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38156083,30.39551111,1440,2560,8/25/2018 7:26,102,1.5,1.3,108
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30382108_30394541_20180825072654_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38210833,30.39454139,1440,2560,8/25/2018 7:26,100,1.3,1.1,104
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30382493_30393826_20180825072657_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38249333,30.39382639,1440,2560,8/25/2018 7:26,96,1.2,1,102
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30383017_30392901_20180825072701_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38301694,30.39290111,1440,2560,8/25/2018 7:27,93,1.3,1.3,97
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30383517_30392009_20180825072705_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38351722,30.39200917,1440,2560,8/25/2018 7:27,89,1.3,1.6,93
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30384025_30391085_20180825072709_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.384025,30.39108528,1440,2560,8/25/2018 7:27,93,1.6,1.8,91
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30384531_30390164_20180825072713_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38453167,30.39016444,1440,2560,8/25/2018 7:27,95,1.4,1.4,91
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30384905_30389451_20180825072716_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38490556,30.38945139,1440,2560,8/25/2018 7:27,95,1.4,1.3,89
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30385429_30388484_20180825072720_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38542917,30.38848389,1440,2560,8/25/2018 7:27,97,1.3,1.3,87
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30385953_30387545_20180825072724_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38595361,30.38754583,1440,2560,8/25/2018 7:27,96,1.3,1.4,85
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30386438_30386659_20180825072728_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38643833,30.38665944,1440,2560,8/25/2018 7:27,92,1.3,1.6,86
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30386931_30385750_20180825072732_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38693111,30.38575056,1440,2560,8/25/2018 7:27,91,1.5,1.5,83
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30387397_30384856_20180825072736_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38739694,30.38485611,1440,2560,8/25/2018 7:27,90,1.2,1.6,84
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30387870_30383950_20180825072740_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38787028,30.38395,1440,2560,8/25/2018 7:27,90,1.2,1.2,84
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30388330_30383100_20180825072744_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38833,30.38310056,1440,2560,8/25/2018 7:27,87,1.4,1.5,83
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30388803_30382278_20180825072748_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38880306,30.38227833,1440,2560,8/25/2018 7:27,86,1.3,1.4,83
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30389271_30381457_20180825072752_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38927111,30.3814575,1440,2560,8/25/2018 7:27,85,1.3,1.3,84
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30389750_30380633_20180825072756_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.38975028,30.38063361,1440,2560,8/25/2018 7:27,84,1.4,1.6,86
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30390211_30379807_20180825072800_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39021167,30.37980722,1440,2560,8/25/2018 7:28,85,1.1,0.9,88
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30390893_30378808_20180825072805_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39089361,30.37880833,1440,2560,8/25/2018 7:28,85,1.4,1.5,86
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30391332_30378117_20180825072809_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39133278,30.37811694,1440,2560,8/25/2018 7:28,82,1.4,1.4,85
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30391913_30377347_20180825072813_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39191361,30.37734778,1440,2560,8/25/2018 7:28,86,1.3,1.3,82
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30392534_30376616_20180825072817_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39253472,30.37661639,1440,2560,8/25/2018 7:28,88,1.4,1.9,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30393222_30375982_20180825072821_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.3932225,30.37598194,1440,2560,8/25/2018 7:28,89,1.2,1.3,80
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30393874_30375333_20180825072825_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39387417,30.37533306,1440,2560,8/25/2018 7:28,86,1.5,1.4,76
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30394512_30374646_20180825072829_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39451278,30.37464639,1440,2560,8/25/2018 7:28,88,1.6,2,74
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30395310_30373842_20180825072834_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39531056,30.3738425,1440,2560,8/25/2018 7:28,85,1.3,1.4,73
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30395940_30373180_20180825072838_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39594056,30.37318,1440,2560,8/25/2018 7:28,86,1.4,1.6,73
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30396639_30372497_20180825072842_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39663917,30.37249694,1440,2560,8/25/2018 7:28,90,2,1.6,73
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30397355_30371744_20180825072846_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.397355,30.37174444,1440,2560,8/25/2018 7:28,96,1.5,1.5,71
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30397933_30371172_20180825072849_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39793306,30.3711725,1440,2560,8/25/2018 7:28,101,1.4,1.4,73
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30398771_30370401_20180825072853_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39877167,30.37040139,1440,2560,8/25/2018 7:28,103,1.4,1.2,77
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30399361_30369857_20180825072856_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.39936139,30.36985694,1440,2560,8/25/2018 7:28,99,1.2,1.1,79
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30400136_30369084_20180825072900_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40013667,30.36908417,1440,2560,8/25/2018 7:29,100,1.3,1,80
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30400876_30368343_20180825072904_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40087639,30.36834389,1440,2560,8/25/2018 7:29,98,1.5,1.3,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30401444_30367784_20180825072907_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40144417,30.36778389,1440,2560,8/25/2018 7:29,97,1.2,1.1,79
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30402183_30367043_20180825072911_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40218333,30.36704361,1440,2560,8/25/2018 7:29,98,1.3,1.3,80
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30402957_30366264_20180825072915_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40295694,30.36626417,1440,2560,8/25/2018 7:29,100,1.2,1.1,84
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30403548_30365702_20180825072918_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40354833,30.36570278,1440,2560,8/25/2018 7:29,99,1.3,1.1,83
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30404291_30364955_20180825072922_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40429139,30.36495528,1440,2560,8/25/2018 7:29,99,1.4,1.2,82
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30404871_30364385_20180825072925_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40487139,30.36438528,1440,2560,8/25/2018 7:29,100,1.3,1.3,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30405640_30363611_20180825072929_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40564083,30.36361083,1440,2560,8/25/2018 7:29,101,1.3,1.3,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30406217_30363006_20180825072932_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40621694,30.36300667,1440,2560,8/25/2018 7:29,103,1.3,1.3,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30406986_30362190_20180825072936_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40698667,30.36219028,1440,2560,8/25/2018 7:29,103,1.3,1.2,86
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30407568_30361607_20180825072939_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40756806,30.36160722,1440,2560,8/25/2018 7:29,104,1.5,1.7,85
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30408382_30360820_20180825072943_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40838278,30.36082056,1440,2560,8/25/2018 7:29,105,1.5,1.4,85
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30408975_30360223_20180825072946_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.408975,30.36022306,1440,2560,8/25/2018 7:29,104,1.3,1.5,84
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30409816_30359445_20180825072950_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.40981611,30.35944556,1440,2560,8/25/2018 7:29,105,1.5,1.4,84
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30410398_30358846_20180825072953_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.41039806,30.35884639,1440,2560,8/25/2018 7:29,104,1.4,1.4,81
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30411181_30358043_20180825072957_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.41118167,30.35804333,1440,2560,8/25/2018 7:29,104,1.5,1.5,82
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30411809_30357474_20180825073000_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.41180972,30.35747472,1440,2560,8/25/2018 7:30,105,1.6,1.4,83
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30412421_30356892_20180825073003_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.41242083,30.3568925,1440,2560,8/25/2018 7:30,105,1.4,1.3,83
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30417612_30351372_20180825073033_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.41761194,30.3513725,1440,2560,8/25/2018 7:30,104,1.3,1,209
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30417809_30351179_20180825073034_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.41780944,30.35117917,1440,2560,8/25/2018 7:30,103,1.2,1.1,209
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30418599_30350405_20180825073038_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.41859917,30.35040528,1440,2560,8/25/2018 7:30,103,1.2,1,209
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30419781_30349612_20180825073041_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.41978111,30.3496125,1440,2560,8/25/2018 7:30,104,1.4,1.5,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30420386_30349066_20180825073044_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.42038667,30.34906583,1440,2560,8/25/2018 7:30,102,1.5,1.5,78
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30421119_30348299_20180825073048_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.42111972,30.34829917,1440,2560,8/25/2018 7:30,101,1.4,1.7,75
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30421922_30347512_20180825073052_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.42192194,30.3475125,1440,2560,8/25/2018 7:30,103,1.4,1.5,72
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30422508_30346903_20180825073055_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.42250861,30.34690333,1440,2560,8/25/2018 7:30,104,1.4,1.4,72
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30423091_30346311_20180825073058_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.42309111,30.34631194,1440,2560,8/25/2018 7:30,105,1.6,1.7,73
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30423947_30345487_20180825073102_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.42394778,30.34548778,1440,2560,8/25/2018 7:31,108,1.7,1.3,72
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30424568_30344885_20180825073105_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.42456861,30.34488583,1440,2560,8/25/2018 7:31,109,1.5,1.5,73
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30425208_30344275_20180825073108_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.42520833,30.34427583,1440,2560,8/25/2018 7:31,111,1.4,1.4,72
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30426067_30343443_20180825073112_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.42606722,30.34344333,1440,2560,8/25/2018 7:31,111,1.4,1.7,72
,,,,,,,,,,
